ID,Latitude,Longitude,State,Franchisee
1005,42.575,-83.128927,Michigan,Aaron Dolkowski
1008,42.455853,-83.346415,Michigan,Amer T. Asmar
1010,42.468774,-83.456935,Michigan,Amer T. Asmar
1012,42.205578,-83.180831,Michigan,Aaron Dolkowski
1014,42.4059,-83.3348,Michigan,Aaron Dolkowski
1015,42.590145,-82.951383,Michigan,Aaron Dolkowski
1016,42.423138,-83.761781,Michigan,Aaron Dolkowski
1022,42.325881,-83.337809,Michigan,Aaron Dolkowski
1025,42.283439,-83.270511,Michigan,Aaron Dolkowski
1028,42.361946,-83.066836,Michigan,Aaron Dolkowski
1031,42.626303,-83.023984,Michigan,Aaron Dolkowski
1034,42.4395,-82.9079,Michigan,Amer T. Asmar
1035,42.402495,-83.052896,Michigan,Lamine Seck
1036,42.4232,-82.9854,Michigan,Lamine Seck
1040,42.3077,-83.4765,Michigan,Amer T. Asmar
1041,42.395657,-83.443344,Michigan,Amer T. Asmar
1043,42.972028,-85.913662,Michigan,Michael Wells
1046,42.6822,-83.1329,Michigan,Aaron Dolkowski
1050,42.278787,-83.38543,Michigan,Aaron Dolkowski
1051,42.447492,-85.671863,Michigan,Eric Arntson
1054,42.650376,-83.494255,Michigan,Thomas D. Redies
1059,42.329356,-83.046318,Michigan,Amer T. Asmar
1065,42.806327,-83.625009,Michigan,Thomas D. Redies
1068,42.50705,-83.318417,Michigan,Amer T. Asmar
1070,43.020961,-83.51656,Michigan,Thomas D. Redies
1071,42.23345,-84.403764,Michigan,Amer T. Asmar
1074,42.80723,-83.707131,Michigan,Thomas D. Redies
1077,42.535053,-83.078967,Michigan,Jason Dally
1078,42.500058,-83.222601,Michigan,Jason Dally
1079,42.670131,-83.233325,Michigan,Amer T. Asmar
1081,42.444381,-83.651475,Michigan,Aaron Dolkowski
1085,42.369254,-83.315445,Michigan,Aaron Dolkowski
1090,42.312956,-83.123051,Michigan,Amer T. Asmar
1092,42.198747,-83.221789,Michigan,Aaron Dolkowski
1093,42.140543,-83.209347,Michigan,Aaron Dolkowski
1094,42.530718,-83.780911,Michigan,Amer T. Asmar
1097,42.924151,-83.624369,Michigan,Thomas D. Redies
1098,43.001646,-84.558826,Michigan,Eric Arntson
1100,42.302482,-83.709537,Michigan,David L. Cesarini
1101,42.246,-83.6278,Michigan,Thomas D. Redies
1102,42.28842,-83.843774,Michigan,David L. Cesarini
1107,42.1702,-83.7742,Michigan,Thomas D. Redies
1108,42.2169,-83.5678,Michigan,Paul A Young
1109,42.253448,-83.752221,Michigan,David L. Cesarini
1110,42.3464,-83.3855,Michigan,Aaron Dolkowski
1114,41.8892,-84.0561,Michigan,Sally A. Watson
1117,42.2504,-83.6631,Michigan,Thomas D. Redies
1118,42.270216,-83.740224,Michigan,David L. Cesarini
1119,42.731432,-84.469433,Michigan,David L. Cesarini
1128,42.628337,-83.874683,Michigan,Amer T. Asmar
1132,42.553333,-82.959639,Michigan,Amer T. Asmar
1133,42.906391,-85.607732,Michigan,Eric Arntson
1134,42.675732,-82.749792,Michigan,Amer T. Asmar
1136,42.644963,-82.89768,Michigan,Amer T. Asmar
1138,42.944678,-85.667528,Michigan,Eric Arntson
1139,42.479543,-82.964529,Michigan,Jason Dally
1140,42.497674,-82.897715,Michigan,Jason Dally
1141,42.533505,-83.502087,Michigan,Amer T. Asmar
1143,45.837,-87.0372,Michigan,Adam K. Lambert
1144,42.0105,-86.495,Michigan,David Allen Jr. Morey
1147,43.03671,-85.6885,Michigan,Eric Arntson
1148,43.145637,-85.710055,Michigan,Eric Arntson
1149,43.039793,-83.321615,Michigan,Thomas D. Redies
1151,42.9837,-83.6931,Michigan,Amer T. Asmar
1159,42.992857,-83.732904,Michigan,Amer T. Asmar
1160,42.9977,-84.1787,Michigan,Eric Arntson
1161,43.018459,-83.636647,Michigan,Amer T. Asmar
1163,42.560677,-82.870299,Michigan,Amer T. Asmar
1165,47.120072,-88.555089,Michigan,Adam K. Lambert
1166,46.494355,-84.35017,Michigan,Adam K. Lambert
1167,42.675561,-84.547322,Michigan,Eric Arntson
1169,42.446904,-83.087378,Michigan,Lamine Seck
1170,42.81118,-83.251816,Michigan,Amer T. Asmar
1175,43.117017,-85.550248,Michigan,Mark McGraw
1178,46.454463,-90.168453,Michigan,Duane L. Jr. Carlson
1180,43.034265,-85.620549,Michigan,Eric Arntson
1182,42.477169,-83.042734,Michigan,Jason Dally
1183,42.639127,-83.36432,Michigan,Amer T. Asmar
1184,42.547028,-83.437664,Michigan,Amer T. Asmar
1185,42.698935,-83.035105,Michigan,Amer T. Asmar
1187,42.263099,-83.186598,Michigan,Amer T. Asmar
1188,42.490288,-83.12928,Michigan,Jason Dally
1189,42.459532,-83.184074,Michigan,Amer T. Asmar
1190,42.255528,-83.260772,Michigan,Amer T. Asmar
1191,43.688287,-85.48431,Michigan,Timothy Y. McMullen
1193,42.71535,-84.60204,Michigan,Eric Arntson
1194,42.75268,-84.747081,Michigan,Eric Arntson
1196,43.622014,-83.913789,Michigan,Chris A. Schloemann
1201,42.734186,-84.493515,Michigan,David L. Cesarini
1202,42.723076,-83.428,Michigan,Thomas D. Redies
1206,42.718347,-84.409406,Michigan,Kathy J. Hunnicutt
1207,42.784671,-84.542065,Michigan,Eric Arntson
1208,42.731398,-84.552554,Michigan,Eric Arntson
1211,42.6427,-84.5177,Michigan,David M. Pavlik
1212,42.756273,-84.544693,Michigan,Eric Arntson
1213,42.741454,-84.617062,Michigan,Eric Arntson
1217,43.4367,-83.9759,Michigan,Amer T. Asmar
1219,43.177438,-83.752747,Michigan,Chris A. Schloemann
1222,42.272536,-84.975293,Michigan,Eric Arntson
1223,42.325609,-85.519499,Michigan,Glenn A. Mueller
1227,42.24929,-85.5597,Michigan,Glenn A. Mueller
1228,41.964764,-84.667798,Michigan,Eric Arntson
1235,42.329932,-85.155107,Michigan,Eric Arntson
1236,43.391304,-84.666343,Michigan,Eric Arntson
1238,43.6232,-84.2272,Michigan,Chris A. Schloemann
1240,43.5979,-84.7675,Michigan,Eric Arntson
1245,43.595807,-83.890531,Michigan,Chris A. Schloemann
1248,42.078809,-86.483985,Michigan,David Allen Jr. Morey
1249,44.271738,-85.40695,Michigan,Timothy Y. McMullen
1251,44.754713,-85.572298,Michigan,Timothy Y. McMullen
1253,42.805341,-86.114941,Michigan,Eric Arntson
1255,42.981842,-85.069986,Michigan,Eric Arntson
1256,43.956578,-86.426001,Michigan,Eric Arntson
1258,43.064557,-86.221622,Michigan,Jeffrey A. Jacobs
1259,42.907122,-85.789637,Michigan,Eric Arntson
1260,42.7698,-86.1161,Michigan,Eric Arntson
1261,42.9578,-85.6357,Michigan,Eric Arntson
1262,42.898878,-85.684877,Michigan,Eric Arntson
1263,42.98509,-85.683037,Michigan,Eric Arntson
1270,43.234378,-86.211567,Michigan,Jeffrey A. Jacobs
1271,45.059237,-83.452424,Michigan,Adam K. Lambert
1272,43.193083,-86.263905,Michigan,Jeffrey A. Jacobs
1275,45.027742,-84.691508,Michigan,Adam K. Lambert
1276,43.143065,-86.205343,Michigan,Jeffrey A. Jacobs
1278,42.281446,-85.622723,Michigan,Glenn A. Mueller
1280,46.544896,-87.405803,Michigan,Adam K. Lambert
1283,45.745756,-87.081036,Michigan,Adam K. Lambert
1286,45.811122,-88.059561,Michigan,Adam K. Lambert
1288,42.2302,-85.61,Michigan,Glenn A. Mueller
1295,42.265177,-85.197608,Michigan,Eric Arntson
1297,42.416784,-83.165221,Michigan,Amer T. Asmar
1300,38.891997,-79.8454,West Virginia,Susan L. Graves
1301,39.3264,-81.5489,West Virginia,Susan L. Graves
1303,39.2671,-81.529,West Virginia,Susan L. Graves
1305,39.54261,-77.987906,West Virginia,Michael W. Clise
1307,39.479235,-80.122691,West Virginia,Susan L. Graves
1308,39.035411,-80.457692,West Virginia,Susan L. Graves
1309,38.992199,-80.230505,West Virginia,Susan L. Graves
1311,39.657779,-79.963818,West Virginia,Susan L. Graves
1315,40.4204,-80.5725,West Virginia,Morgan T. Lacefield
1316,39.626364,-79.955403,West Virginia,Susan L. Graves
1318,38.4256,-81.786,West Virginia,Susan L. Graves
1319,38.34,-81.6159,West Virginia,Susan L. Graves
1322,39.281429,-80.344835,West Virginia,Susan L. Graves
1323,38.3848,-81.8074,West Virginia,Susan L. Graves
1325,38.3416,-81.6636,West Virginia,Susan L. Graves
1329,39.6761,-80.8575,West Virginia,Morgan T. Lacefield
1330,40.0701,-80.7446,Ohio,Morgan T. Lacefield
1331,39.93053,-80.751792,West Virginia,Morgan T. Lacefield
1333,40.0435,-80.6609,West Virginia,Morgan T. Lacefield
1334,40.0513,-80.7238,West Virginia,Morgan T. Lacefield
1335,37.24575,-81.242049,Virginia,Kevin E. Shaw
1336,37.3658,-81.0905,West Virginia,Kevin E. Shaw
1339,39.476587,-77.954495,West Virginia,Michael W. Clise
1340,38.8429,-82.1375,West Virginia,Susan L. Graves
1341,39.388214,-81.207648,West Virginia,Christopher J. Baker
1342,38.81,-81.7032,West Virginia,Christopher J. Baker
1343,37.8106,-81.1862,West Virginia,John Horn
1344,38.030011,-81.122129,West Virginia,John Horn
1345,39.6016,-80.9383,West Virginia,Morgan T. Lacefield
1346,40.1691,-80.5993,West Virginia,Morgan T. Lacefield
1347,39.548019,-77.913733,West Virginia,Michael W. Clise
1349,39.3483,-78.754,West Virginia,Michael W. Clise
1350,39.4476,-77.9801,West Virginia,Michael W. Clise
1351,39.2978,-77.862,West Virginia,Michael W. Clise
1352,39.4359,-78.9824,West Virginia,Michael W. Clise
1353,39.433561,-77.813684,West Virginia,Michael W. Clise
1354,39.357774,-78.040211,West Virginia,Michael W. Clise
1356,37.729565,-81.111293,West Virginia,John Horn
1359,38.067655,-84.53042,Kentucky,Christian J. Reisch
1360,40.3213,-80.595,West Virginia,Morgan T. Lacefield
1361,38.4226,-82.4225,West Virginia,Susan L. Graves
1362,38.5394,-81.939,West Virginia,Susan L. Graves
1363,39.288962,-80.243483,West Virginia,Susan L. Graves
1365,38.918424,-84.626829,Kentucky,John B. Glass
1366,37.997151,-85.706475,Kentucky,Michael Harding
1367,38.944128,-84.508957,Kentucky,John B. Glass
1369,37.981213,-86.168991,Kentucky,Michael Harding
1370,39.0766,-84.70556,Kentucky,Michael Harding
1371,37.42154,-86.87953,Kentucky,Michael Harding
1373,38.202,-84.8322,Kentucky,Christian J. Reisch
1374,38.072091,-85.669461,Kentucky,Michael Harding
1375,39.0193,-84.6941,Kentucky,John B. Glass
1376,38.0228,-84.9117,Kentucky,Christian J. Reisch
1377,37.5495,-84.6727,Kentucky,Christopher J. Short
1378,36.7532,-86.1891,Kentucky,Benjamin Eli Carrigan
1380,36.9326,-86.4164,Kentucky,Joseph M. Seagle
1381,36.8444,-86.9027,Kentucky,Robert D. Lawson
1382,36.926577,-88.344426,Kentucky,Ahmad Razban
1383,36.51239,-88.88767,Kentucky,Ahmad Razban
1384,38.333719,-85.463732,Kentucky,Timothy K. Jr. Thompson
1385,38.34,-85.618333,Kentucky,Timothy K. Jr. Thompson
1386,37.07342,-88.69016,Kentucky,Ahmad Razban
1389,37.284798,-87.126187,Kentucky,Robert D. Lawson
1390,38.404106,-85.377624,Kentucky,Timothy K. Jr. Thompson
1391,38.051617,-85.538784,Kentucky,Michael Harding
1394,38.01107,-84.4216,Kentucky,Christian J. Reisch
1401,38.173425,-84.89882,Kentucky,Christian J. Reisch
1402,38.029069,-84.541776,Kentucky,Christian J. Reisch
1403,38.23759,-84.56729,Kentucky,Christian J. Reisch
1404,38.050897,-84.717103,Kentucky,Christian J. Reisch
1405,37.984082,-84.461007,Kentucky,Christian J. Reisch
1406,37.9808,-84.5307,Kentucky,Carey J. Bouvin
1407,38.0025,-84.5452,Kentucky,Carey J. Bouvin
1408,38.030256,-84.491,Kentucky,Christian J. Reisch
1409,37.869155,-84.57742,Kentucky,Christopher J. Short
1410,36.613688,-83.701547,Kentucky,Christopher J. Short
1413,38.2116,-85.2244,Kentucky,Michael Harding
1414,37.735888,-84.315551,Kentucky,Christian J. Reisch
1415,37.645832,-84.769584,Kentucky,Joseph M. Williams
1416,38.190189,-83.477946,Kentucky,Christopher J. Short
1417,39.039395,-84.508495,Kentucky,John B. Glass
1418,38.18777,-84.561937,Kentucky,Christian J. Reisch
1420,36.668275,-87.468297,Kentucky,Alan D. Murph
1421,38.222513,-85.683952,Kentucky,Mark B. Ratterman
1422,38.220616,-85.626445,Kentucky,Mark B. Ratterman
1423,38.25804,-85.701455,Kentucky,Mark B. Ratterman
1425,38.2861,-85.5773,Kentucky,Timothy K. Jr. Thompson
1426,38.194643,-85.80407,Kentucky,Mark B. Ratterman
1427,38.130362,-85.682698,Kentucky,Mark B. Ratterman
1428,38.251748,-85.654961,Kentucky,Mark B. Ratterman
1429,38.245968,-85.542773,Kentucky,Mark B. Ratterman
1430,38.314227,-85.563284,Kentucky,Timothy K. Jr. Thompson
1431,38.109655,-85.865021,Kentucky,Mark B. Ratterman
1432,38.159198,-85.764492,Kentucky,Mark B. Ratterman
1433,38.170306,-85.708906,Kentucky,Mark B. Ratterman
1434,38.258775,-85.603623,Kentucky,Timothy K. Jr. Thompson
1435,38.137944,-85.615501,Kentucky,Mark B. Ratterman
1436,38.162737,-85.830911,Kentucky,Mark B. Ratterman
1437,37.8198,-85.4632,Kentucky,Joseph M. Seagle
1438,37.1113,-84.0884,Kentucky,Christopher J. Short
1440,38.070594,-84.481791,Kentucky,Christian J. Reisch
1441,38.058325,-83.955204,Kentucky,Christopher J. Short
1444,39.087264,-84.476829,Kentucky,John B. Glass
1445,37.58351,-84.284244,Kentucky,Christopher J. Short
1446,37.3475,-85.336,Kentucky,James S. Rigsby
1447,38.200986,-84.263622,Kentucky,Joseph M. Williams
1449,37.98939,-84.208747,Kentucky,Joseph M. Williams
1450,37.8328,-85.9354,Kentucky,Joseph M. Seagle
1451,37.860502,-85.947173,Kentucky,Joseph M. Seagle
1452,37.704507,-85.855924,Kentucky,Joseph M. Seagle
1453,36.988,-86.4295,Kentucky,Joseph M. Seagle
1454,36.981299,-86.486244,Kentucky,Joseph M. Seagle
1455,37.74247,-87.09321,Kentucky,Joseph M. Seagle
1456,37.741,-87.1173,Kentucky,Joseph M. Seagle
1457,37.3238,-87.4996,Kentucky,Joseph M. Seagle
1458,37.837471,-87.583398,Kentucky,Joseph M. Seagle
1459,38.962291,-84.678712,Kentucky,John B. Glass
1460,37.0073,-85.9208,Kentucky,Joseph M. Seagle
1461,39.094786,-84.545193,Kentucky,John B. Glass
1462,38.976355,-84.393225,Kentucky,John B. Glass
1464,38.18985,-85.565169,Kentucky,Mark B. Ratterman
1465,37.068692,-84.619136,Kentucky,Christopher J. Short
1470,37.481307,-82.518141,Kentucky,Timothy A. Hurd
1471,38.993586,-84.625135,Kentucky,John B. Glass
1474,36.9259,-84.1116,Kentucky,Christopher J. Short
1479,36.74986,-84.158488,Kentucky,Christopher J. Short
1480,38.4662,-82.6593,Kentucky,Susan L. Graves
1483,39.055454,-84.58669,Kentucky,John B. Glass
1485,38.6461,-83.7606,Kentucky,Greg Maiberger
1487,37.0342,-88.6684,Kentucky,Ahmad Razban
1488,37.04683,-88.55884,Kentucky,Ahmad Razban
1489,37.0671,-88.6299,Kentucky,Ahmad Razban
1490,36.6196,-87.4307,Tennessee,Alan D. Murph
1491,36.8491,-87.487,Kentucky,Joseph M. Seagle
1492,36.7418,-88.6431,Kentucky,Ahmad Razban
1495,38.681709,-84.588199,Kentucky,Joseph Scott Wilson
1496,36.6103,-88.3154,Kentucky,Ahmad Razban
1500,39.12006,-94.370869,Missouri,Jamie S. Poulsen
1501,38.7559,-93.7359,Missouri,Jamie S. Poulsen
1502,38.946669,-92.327326,Missouri,Mark B. Ratterman
1503,38.964118,-92.361137,Missouri,Mark B. Ratterman
1504,38.848633,-91.949151,Missouri,Mark B. Ratterman
1505,38.969599,-92.304001,Missouri,Mark B. Ratterman
1506,38.717015,-90.45255,Missouri,Mark B. Ratterman
1507,38.897953,-94.527112,Missouri,Jamie S. Poulsen
1508,40.333612,-94.873827,Missouri,Jamie S. Poulsen
1509,40.1868,-92.5719,Missouri,Leonard J. Naugle
1510,38.598805,-90.417398,Missouri,Mark B. Ratterman
1511,38.603723,-90.585186,Missouri,Mark B. Ratterman
1512,39.36886,-94.36457,Missouri,Mark B. Ratterman
1514,39.209993,-94.686078,Missouri,Jamie S. Poulsen
1515,39.431309,-92.433075,Missouri,Leonard J. Naugle
1516,38.745665,-90.602789,Missouri,Mark B. Ratterman
1517,38.725473,-90.339577,Missouri,Mark B. Ratterman
1518,39.173316,-91.895235,Missouri,Leonard J. Naugle
1519,36.740634,-91.870726,Missouri,Shane G. Holloway
1520,37.381106,-89.640407,Missouri,David M. Bumpus
1522,38.571,-90.2524,Missouri,Mark B. Ratterman
1523,38.5863,-92.2559,Missouri,Eric Robert Black
1524,38.6111,-90.2024,Missouri,Mark B. Ratterman
1525,38.55581,-92.19394,Missouri,Eric Robert Black
1526,38.5924,-90.284,Missouri,Mark B. Ratterman
1527,38.63917,-90.242131,Missouri,Mark B. Ratterman
1529,38.526676,-90.486833,Missouri,Mark B. Ratterman
1530,37.143144,-94.511709,Missouri,Emily E. Elwell
1532,36.869447,-94.382498,Missouri,Emily E. Elwell
1534,39.010307,-94.203367,Missouri,Jamie S. Poulsen
1535,39.025248,-94.271726,Missouri,Jamie S. Poulsen
1536,38.814676,-94.521433,Missouri,Jamie S. Poulsen
1537,38.3702,-90.3878,Missouri,Mark B. Ratterman
1538,37.787886,-90.423437,Missouri,Stephen E. Wampler
1540,37.071659,-94.477971,Missouri,Emily E. Elwell
1542,37.08473,-94.53317,Missouri,Emily E. Elwell
1543,38.1937,-92.643822,Missouri,Eric Robert Black
1544,39.052976,-94.593307,Missouri,Jamie S. Poulsen
1545,37.825287,-92.156485,Missouri,Eric Robert Black
1546,37.958692,-91.772028,Missouri,Eric Robert Black
1547,37.6634,-92.6493,Missouri,Ronald L. Jr. Grapes
1548,36.801265,-89.969917,Missouri,David M. Bumpus
1549,38.6843,-93.2514,Missouri,Jamie S. Poulsen
1550,37.2045,-93.2759,Missouri,Art/Marty Hurteau/Prather
1551,37.240684,-93.273396,Missouri,Art/Marty Hurteau/Prather
1552,37.141426,-93.296605,Missouri,Art/Marty Hurteau/Prather
1553,37.181087,-93.244434,Missouri,Art/Marty Hurteau/Prather
1554,37.182703,-93.330013,Missouri,Art/Marty Hurteau/Prather
1555,37.211733,-93.344266,Missouri,Art/Marty Hurteau/Prather
1556,38.439163,-91.012979,Missouri,Leonard J. Naugle
1557,37.336587,-92.921855,Missouri,Art/Marty Hurteau/Prather
1558,39.80194,-93.553762,Missouri,Jamie S. Poulsen
1559,38.5548,-91.0101,Missouri,Leonard J. Naugle
1560,38.701099,-90.366698,Missouri,Mark B. Ratterman
1561,38.72925,-90.40135,Missouri,Mark B. Ratterman
1562,38.617967,-90.536856,Missouri,Mark B. Ratterman
1563,38.569161,-90.522384,Missouri,Mark B. Ratterman
1565,37.3172,-89.5249,Missouri,Nicholas M. Burch
1566,36.873957,-89.577737,Missouri,David M. Bumpus
1567,36.7794,-90.425,Missouri,David M. Bumpus
1568,38.4131,-90.3851,Missouri,Mark B. Ratterman
1569,38.2134,-90.4123,Missouri,Mark B. Ratterman
1570,38.787057,-90.51191,Missouri,Mark B. Ratterman
1571,38.8103,-90.8596,Missouri,Mark B. Ratterman
1572,39.7623,-94.8348,Missouri,Daryl M. Miller
1574,38.4646,-90.5265,Missouri,Mark B. Ratterman
1575,38.792237,-90.341358,Missouri,Mark B. Ratterman
1576,38.804937,-90.306377,Missouri,Mark B. Ratterman
1577,38.7936,-90.6239,Missouri,Mark B. Ratterman
1578,38.4869,-90.3832,Missouri,Mark B. Ratterman
1579,39.719638,-91.392398,Missouri,Jeffrey M. Mabrey
1580,38.6136,-90.3164,Missouri,Mark B. Ratterman
1581,37.299547,-93.422522,Missouri,Art/Marty Hurteau/Prather
1582,38.565041,-90.357408,Missouri,Mark B. Ratterman
1583,38.514271,-90.316493,Missouri,Mark B. Ratterman
1584,38.5744,-90.4066,Missouri,Mark B. Ratterman
1585,38.479439,-90.304791,Missouri,Mark B. Ratterman
1586,38.609,-90.3663,Missouri,Mark B. Ratterman
1587,38.6522,-90.3157,Missouri,Mark B. Ratterman
1588,38.7923,-90.2693,Missouri,Mark B. Ratterman
1589,38.7022,-90.2936,Missouri,Mark B. Ratterman
1590,38.65312,-94.358,Missouri,Katherine A Dixon
1591,38.753959,-90.238908,Missouri,Mark B. Ratterman
1592,36.912753,-93.901132,Missouri,Emily E. Elwell
1593,38.665559,-90.315158,Missouri,Mark B. Ratterman
1594,38.76238,-90.2793,Missouri,Mark B. Ratterman
1600,38.126341,-92.668731,Missouri,Eric Robert Black
1601,36.638083,-93.283634,Missouri,Art/Marty Hurteau/Prather
1602,38.672554,-90.446357,Missouri,Mark B. Ratterman
1603,38.556242,-90.310159,Missouri,Mark B. Ratterman
1604,38.9261,-94.359667,Missouri,J. Bradley Carlson
1605,38.6405,-90.1942,Missouri,Mark B. Ratterman
1606,39.113964,-93.213325,Missouri,Jamie S. Poulsen
1607,38.610057,-90.240532,Missouri,Mark B. Ratterman
1608,38.679845,-90.506493,Missouri,Mark B. Ratterman
1610,39.172,-94.55,Missouri,Jamie S. Poulsen
1611,38.798473,-90.705966,Missouri,Mark B. Ratterman
1612,37.848953,-90.515617,Missouri,Stephen E. Wampler
1613,38.224235,-90.571592,Missouri,David C. Muser
1615,38.2181,-91.165,Missouri,Leonard J. Naugle
1616,38.75709,-90.4308,Missouri,Mark B. Ratterman
1618,38.7626,-90.5291,Missouri,Mark B. Ratterman
1619,38.917042,-92.336592,Missouri,Mark B. Ratterman
1620,39.39208,-94.58369,Missouri,Jamie S. Poulsen
1621,38.662731,-90.261599,Missouri,Mark B. Ratterman
1622,38.1421,-90.5777,Missouri,Mark B. Ratterman
1624,38.4804,-90.44,Missouri,Mark B. Ratterman
1625,37.11693,-93.47306,Missouri,Art/Marty Hurteau/Prather
1626,37.735,-89.86861,Missouri,David M. Bumpus
1627,39.05265,-94.414733,Missouri,Jamie S. Poulsen
1628,39.2351,-94.6589,Missouri,Jamie S. Poulsen
1629,38.289798,-90.397524,Missouri,Mark B. Ratterman
1630,37.054936,-93.303079,Missouri,Art/Marty Hurteau/Prather
1631,37.9291,-90.7774,Missouri,Stephen E. Wampler
1632,39.245829,-94.45106,Missouri,Jamie S. Poulsen
1633,38.3573,-90.9816,Missouri,Stephen E. Wampler
1634,38.00811,-92.74368,Missouri,Eric Robert Black
1635,38.484407,-90.770852,Missouri,Benjamin Aaron McGowan
1639,37.070099,-93.221291,Missouri,Art/Marty Hurteau/Prather
1640,38.667487,-90.618293,Missouri,Mark B. Ratterman
1641,38.7454,-90.6978,Missouri,Mark B. Ratterman
1642,37.5577,-90.2931,Missouri,Stephen E. Wampler
1643,38.345388,-91.503896,Missouri,Benjamin Aaron McGowan
1644,36.96249,-93.71771,Missouri,Emily E. Elwell
1645,37.608173,-93.408139,Missouri,Art/Marty Hurteau/Prather
1646,37.154354,-94.315187,Missouri,Emily E. Elwell
1649,38.506045,-90.642757,Missouri,Benjamin Aaron McGowan
1677,37.9678,-90.0502,Missouri,Stephen E. Wampler
1678,37.837484,-94.3584,Missouri,Emily E. Elwell
1679,38.819184,-91.128463,Missouri,Benjamin Aaron McGowan
1682,38.968061,-91.496126,Missouri,Benjamin Aaron McGowan
1684,38.85498,-94.37977,Missouri,Jamie S. Poulsen
1685,37.138134,-94.475248,Missouri,Emily E. Elwell
1686,37.143041,-92.263766,Missouri,Shane G. Holloway
1687,36.605604,-93.23033,Missouri,Art/Marty Hurteau/Prather
1688,38.9866,-90.9706,Missouri,Mark B. Ratterman
1690,37.927957,-90.543418,Missouri,Stephen E. Wampler
1691,39.03463,-94.535671,Missouri,Jamie S. Poulsen
1692,37.682374,-97.135366,Kansas,Donal Cunningham
1693,37.609524,-97.334109,Kansas,Jamie S. Poulsen
1694,38.997496,-94.593642,Missouri,Jamie S. Poulsen
1695,38.995281,-94.475308,Missouri,Jamie S. Poulsen
1696,37.004419,-93.216433,Missouri,Art/Marty Hurteau/Prather
1700,42.022504,-93.651583,Iowa,Wayne A. Peterson
1702,42.01097,-92.91192,Iowa,Wayne A. Peterson
1703,41.023718,-92.412722,Iowa,Stuart A. Bjerke
1704,42.725693,-92.477021,Iowa,Eric J. Lockhart
1705,41.614246,-93.836614,Iowa,Stuart A. Bjerke
1706,36.284954,-76.986521,North Carolina,Michael S. Rea
1707,41.754145,-91.606868,Iowa,Stuart A. Bjerke
1710,41.62906,-93.600052,Iowa,Wayne A. Peterson
1711,41.52681,-93.59532,Iowa,Wayne A. Peterson
1713,41.600581,-93.560409,Iowa,Wayne A. Peterson
1714,41.6296,-93.6604,Iowa,Wayne A. Peterson
1715,41.6293,-93.723,Iowa,Wayne A. Peterson
1719,42.022794,-93.614005,Iowa,Wayne A. Peterson
1720,41.5884,-93.6229,Iowa,Wayne A. Peterson
1722,41.571732,-93.769151,Iowa,Wayne A. Peterson
1723,41.5264,-93.6261,Iowa,Wayne A. Peterson
1724,41.733066,-93.601385,Iowa,Stuart A. Bjerke
1725,41.705258,-93.584745,Iowa,Stuart A. Bjerke
1729,41.654501,-90.575468,Iowa,Scott A. Ocel
1730,42.5012,-94.1787,Iowa,Stuart A. Bjerke
1733,41.684626,-91.60422,Iowa,Stuart A. Bjerke
1735,41.6993,-93.0334,Iowa,Scott Creech
1737,42.519481,-92.455692,Iowa,Eric J. Lockhart
1738,42.5114,-90.6702,Iowa,Eric J. Lockhart
1739,42.50012,-90.72167,Iowa,Eric J. Lockhart
1740,42.033084,-91.580803,Iowa,Hamed Saghah
1742,42.03462,-91.65339,Iowa,Blane C. Pedersen
1743,41.953151,-91.716158,Iowa,Hamed Saghah
1744,41.643684,-93.468852,Iowa,Wayne A. Peterson
1745,41.671506,-93.737734,Iowa,Wayne A. Peterson
1746,40.815169,-91.140105,Iowa,Stuart A. Bjerke
1747,41.561522,-90.581334,Iowa,Scott A. Ocel
1750,41.644209,-91.532378,Iowa,Stuart A. Bjerke
1753,41.539054,-90.573976,Iowa,Scott A. Ocel
1756,41.446877,-91.030898,Iowa,Stuart A. Bjerke
1758,41.548458,-90.505503,Iowa,Scott A. Ocel
1759,41.856351,-90.185654,Iowa,Scott A. Ocel
1762,42.4941,-92.3768,Iowa,Norman L. Stoll
1764,42.469247,-92.321951,Iowa,Norman L. Stoll
1765,41.976684,-91.622622,Iowa,Scott A. Ocel
1766,41.411444,-92.9317,Iowa,Scott A. Ocel
1769,41.262,-95.8738,Iowa,Gregory S. Cutchall
1770,42.470565,-96.353517,Iowa,Susan L. Graves
1771,42.505449,-96.416549,Iowa,Susan L. Graves
1777,41.046298,-94.373799,Iowa,Brian Patrick Bower
1780,43.408383,-95.126416,Iowa,Ryan G. Hawkins
1785,41.831339,-94.106906,Iowa,Ryan G. Hawkins
1788,40.4,-91.3876,Iowa,Jeffrey M. Mabrey
1790,43.162873,-93.202143,Iowa,Paul M. Gritz
1791,43.155436,-95.147638,Iowa,Paul M. Gritz
1800,43.5356,-96.7312,South Dakota,Susan L. Graves
1801,43.5453,-96.6773,South Dakota,Susan L. Graves
1802,43.5255,-96.775,South Dakota,Susan L. Graves
1803,42.7871,-96.9242,South Dakota,Susan L. Graves
1804,43.500339,-96.708193,South Dakota,Susan L. Graves
1814,44.360437,-100.332059,South Dakota,Luke J. Deichert
1815,44.3658,-98.2135,South Dakota,Melissa Van Diepen
1816,43.712867,-98.029825,South Dakota,Melissa Van Diepen
1820,44.311562,-96.789631,South Dakota,Susan L. Graves
1821,42.881063,-97.396776,South Dakota,Susan L. Graves
